ProductID,ProductName,ProductCategory,ProductPrice,CustomerEmail,AmountSpent,LoyaltyScore,PurchaseDate,PaymentMethod,ShippingCountry
P0278,Book,Office,65.59,user278@example.com,81.99349368523616,59.0,2023-01-10,Debit Card,Spain
P0279,Shirt,Clothing,118.23416842105257,user279@example.com,102.09406254970057,51.0,2023-08-24,Credit Card,UK
P0280,Phone,Electronics,70.75,user280@example.com,88.4405920941472,54.0,2023-02-09,Cash,USA
P0281,Phone,Electronics,82.72,user281@example.com,103.40552035753744,24.0,2023-06-10,Debit Card,Unknown
P0282,Shirt,Clothing,95.89,user282@example.com,119.8639202356314,49.0,2023-10-22,Debit Card,UK
P0283,Phone,Electronics,118.06,user283@example.com,147.58050448436057,71.0,2023-08-08,Paypal,France
P0284,Shirt,Clothing,50.29,user284@example.com,62.865535035194526,52.0,2023-10-21,Credit Card,Germany
P0285,Book,Office,131.19,user285@example.com,163.991001239688,70.0,2023-07-27,Cash,Canada
P0286,Desk,Office,33.15,user286@example.com,41.437366014324944,88.0,2023-12-30,Paypal,Spain
P0287,Desk,Office,76.36,user287@example.com,165.3978771251395,33.0,2023-11-24,Paypal,Spain
P0288,Laptop,Electronics,94.12,user288@example.com,117.64951619453728,49.0,2023-08-02,Debit Card,Canada
P0289,Book,Office,86.74,user289@example.com,165.3978771251395,29.0,2023-05-29,Credit Card,Unknown
P0290,Shirt,Clothing,65.06,user290@example.com,81.31901440538218,63.0,2023-02-28,Paypal,UK
P0291,Laptop,Electronics,75.01,invalid-email,93.75633248928175,22.0,2023-07-27,Paypal,Spain
P0292,Phone,Electronics,68.17,user292@example.com,85.20997196023501,26.0,2023-01-11,Paypal,Germany
P0293,Phone,Electronics,65.86,user293@example.com,82.31905729167364,28.0,2023-06-16,Credit Card,Spain
P0294,Shirt,Clothing,100.39,user294@example.com,165.3978771251395,85.0,2025-01-01,Cash,Spain
P0295,Phone,Electronics,88.57,user295@example.com,110.71046457895142,49.0,2023-11-13,Paypal,Canada
P0296,Book,Office,63.37,user296@example.com,79.21271214218038,71.0,2023-08-24,Cash,France
P0298,Laptop,Electronics,87.38,user298@example.com,109.21898562629828,84.0,2023-07-05,Paypal,Spain
P0299,Laptop,Electronics,99.51,user299@example.com,165.3978771251395,49.0,2025-01-01,Cash,Germany
P0300,Desk,Office,95.11,user300@example.com,118.88886525770836,20.0,2023-08-12,Debit Card,France
P0301,Desk,Office,60.1,user301@example.com,75.13014967233782,86.0,2023-02-24,Credit Card,Canada
P0302,Book,Office,66.56,user302@example.com,83.19456879409091,92.0,2023-05-05,Credit Card,Canada
P0303,Desk,Office,97.94,user303@example.com,122.41880815369785,63.0,2023-08-12,Credit Card,Germany
P0304,Book,Office,94.65,user304@example.com,118.31110796300395,61.0,2023-10-29,Paypal,Spain
P0305,Laptop,Electronics,79.5,user305@example.com,99.37295218107556,49.0,2023-07-25,Credit Card,UK
P0306,Laptop,Electronics,82.82,user306@example.com,103.51982149926346,71.0,2023-09-26,Credit Card,Unknown
P0307,Shirt,Clothing,110.66,user307@example.com,138.32994687365274,1.0,2023-02-10,Cash,Germany
P0308,Desk,Office,65.8,user308@example.com,82.25285833492511,96.0,2023-07-22,Cash,UK
P0309,Phone,Electronics,118.23416842105257,user309@example.com,116.41292143510113,13.0,2023-06-08,Paypal,Germany
P0310,Desk,Office,75.15,user310@example.com,93.93422042698317,94.0,2023-06-23,Cash,Germany
P0311,Desk,Office,74.78,user311@example.com,93.46956390318338,49.0,2023-04-24,Cash,UK
P0312,Shirt,Clothing,106.37,user312@example.com,132.96330555961572,51.0,2023-06-20,Cash,Canada
P0313,Shirt,Clothing,99.81,invalid-email,124.7624904696409,56.0,2023-03-28,Cash,Canada
P0314,Laptop,Electronics,99.52,user314@example.com,124.40528908001916,83.0,2023-02-09,Debit Card,France
P0315,Phone,Electronics,111.33,user315@example.com,139.16436421462987,49.0,2023-09-19,Credit Card,Germany
P0316,Desk,Office,80.5,user316@example.com,100.63011524898278,32.0,2023-11-21,Credit Card,Canada
P0317,Book,Office,96.37,user317@example.com,120.45858913884892,30.0,2023-02-28,Cash,France
P0318,Phone,Electronics,72.55,user318@example.com,90.69199730219631,29.0,2023-09-29,Paypal,USA
P0319,Laptop,Electronics,87.78,user319@example.com,109.72499057465326,49.0,2023-09-19,Cash,France
P0320,Desk,Office,76.88,user320@example.com,96.09570836896947,45.0,2023-04-10,Paypal,France
P0321,Desk,Office,82.33,user321@example.com,102.90987894978154,93.0,2023-06-28,Credit Card,France
P0322,Desk,Office,94.28,user322@example.com,117.8547107631074,30.0,2023-06-29,Paypal,UK
P0323,Desk,Office,60.36,user323@example.com,75.45337950299583,16.0,2023-11-27,Paypal,Germany
P0324,Desk,Office,130.22,user324@example.com,162.7716182705638,40.0,2023-03-17,Credit Card,France
P0325,Laptop,Electronics,55.86,user325@example.com,69.81947855500894,19.0,2023-05-01,Debit Card,Spain
P0326,Phone,Electronics,50.86,user326@example.com,63.57434161636804,18.0,2023-02-22,Credit Card,UK
P0327,Shirt,Clothing,107.79,user327@example.com,134.74332620500203,1.0,2023-03-16,Paypal,USA
P0328,Desk,Office,99.0,invalid-email,123.74988081888807,49.0,2023-05-12,Debit Card,Germany
P0329,Desk,Office,118.23416842105257,user329@example.com,118.72359451156466,47.0,2023-04-12,Cash,Germany
P0330,Desk,Office,95.08,user330@example.com,118.8503652779284,66.0,2023-03-30,Debit Card,Spain
P0331,Desk,Office,79.71,user331@example.com,99.63259681459256,92.0,2023-11-05,Paypal,Spain
P0332,Shirt,Clothing,118.23416842105257,user332@example.com,73.08236885542506,94.0,2023-03-20,Credit Card,UK
P0333,Phone,Electronics,81.82,user333@example.com,102.27413674581179,38.0,2023-12-02,Credit Card,Germany
P0334,Laptop,Electronics,63.75,user334@example.com,79.68514865463665,51.0,2023-02-08,Credit Card,UK
P0335,Desk,Office,103.4,user335@example.com,129.25359200253254,63.0,2025-01-01,Paypal,France
P0336,Desk,Office,76.47,user336@example.com,95.58827855493584,4.0,2023-11-18,Paypal,UK
P0337,Shirt,Clothing,60.19,user337@example.com,75.23508409622465,1.0,2023-09-10,Paypal,Germany
P0338,Desk,Office,72.29,user338@example.com,90.3584247504102,8.0,2023-08-26,Credit Card,USA
P0339,Book,Office,89.91,user339@example.com,112.38794362826873,29.0,2023-10-16,Credit Card,UK
P0340,Shirt,Clothing,66.47,user340@example.com,83.08826341588075,55.0,2023-10-24,Debit Card,Spain
P0341,Phone,Electronics,60.27,user341@example.com,75.33338813300706,49.0,2023-08-18,Paypal,UK
P0342,Shirt,Clothing,85.85,user342@example.com,107.31061634475736,49.0,2023-12-15,Paypal,France
P0343,Laptop,Electronics,85.88,user343@example.com,107.34899713326169,10.0,2025-01-01,Paypal,Germany
P0344,Laptop,Electronics,67.83,user344@example.com,84.7917047388661,74.0,2023-11-26,Paypal,Spain
P0345,Shirt,Clothing,68.7,user345@example.com,165.3978771251395,83.0,2023-11-22,Debit Card,Spain
P0346,Desk,Office,85.57,invalid-email,106.96149812072909,34.0,2023-11-16,Cash,Spain
P0347,Desk,Office,45.25,user347@example.com,56.55746975508028,97.0,2023-06-15,Debit Card,UK
P0348,Shirt,Clothing,46.22,user348@example.com,57.776086768703344,87.0,2023-11-18,Debit Card,Canada
P0349,Phone,Electronics,62.76,user349@example.com,165.3978771251395,55.0,2023-06-11,Credit Card,Unknown
P0350,Shirt,Clothing,74.88,user350@example.com,93.59658544864459,92.0,2023-03-19,Credit Card,France
P0351,Desk,Office,87.46,user351@example.com,109.32722696794013,32.0,2023-08-14,Paypal,Spain
P0352,Book,Office,115.41,user352@example.com,144.26068650848657,49.0,2023-02-04,Cash,USA
P0353,Desk,Office,100.58,user353@example.com,125.72978869606058,7.0,2023-08-29,Debit Card,USA
P0354,Laptop,Electronics,76.16,user354@example.com,95.20184410109718,49.0,2023-08-15,Paypal,Germany
P0355,Desk,Office,79.54,user355@example.com,99.42951376291934,8.0,2025-01-01,Credit Card,Spain
P0356,Laptop,Electronics,55.94,user356@example.com,69.92411906086573,65.0,2023-06-05,Debit Card,Spain
P0357,Desk,Office,79.56,user357@example.com,99.4446059202283,57.0,2023-05-21,Paypal,France
P0358,Shirt,Clothing,73.07,user358@example.com,91.34024083239586,67.0,2023-10-30,Credit Card,UK
P0359,Laptop,Electronics,87.75,user359@example.com,109.68155681014268,88.0,2023-01-29,Credit Card,USA
P0360,Book,Office,60.15,user360@example.com,75.1830716934303,49.0,2023-06-30,Debit Card,Germany
P0361,Phone,Electronics,92.46,user361@example.com,115.58039542723517,49.0,2023-09-17,Cash,Unknown
P0362,Shirt,Clothing,116.79,user362@example.com,145.98216739007734,72.0,2023-02-07,Debit Card,UK
P0363,Phone,Electronics,77.39,user363@example.com,96.73719554629427,54.0,2023-06-08,Credit Card,France
P0364,Book,Office,89.64,user364@example.com,112.05135166296824,67.0,2023-08-25,Cash,Spain
P0365,Shirt,Clothing,96.56,user365@example.com,120.70431975133337,51.0,2023-08-20,Credit Card,USA
P0366,Book,Office,70.37,user366@example.com,87.96338584342492,97.0,2023-01-20,Cash,France
P0367,Shirt,Clothing,85.38,user367@example.com,106.7227744543125,92.0,2023-01-30,Paypal,Canada
P0368,Phone,Electronics,80.3,invalid-email,165.3978771251395,8.0,2023-07-08,Paypal,UK
P0369,Laptop,Electronics,82.34,user369@example.com,102.93028295646495,34.0,2023-05-27,Debit Card,USA
P0370,Desk,Office,61.45,user370@example.com,76.809706484336,35.0,2023-02-09,Cash,Germany
P0371,Book,Office,80.59,user371@example.com,165.3978771251395,96.0,2025-01-01,Debit Card,Germany
P0372,Phone,Electronics,91.95,user372@example.com,114.93994873736348,88.0,2023-02-16,Debit Card,France
P0373,Phone,Electronics,114.83,user373@example.com,143.53430823385125,78.0,2023-11-11,Debit Card,Canada
P0374,Phone,Electronics,103.02,user374@example.com,128.7781247825562,32.0,2023-11-01,Paypal,USA
P0375,Shirt,Clothing,118.23416842105257,user375@example.com,164.5954737253467,46.0,2023-09-17,Debit Card,Spain
P0376,Laptop,Electronics,61.58,user376@example.com,76.97957311335851,16.0,2023-07-16,Paypal,Germany
P0377,Phone,Electronics,100.94,user377@example.com,126.16961910162034,68.0,2023-08-25,Credit Card,Canada
P0378,Shirt,Clothing,84.4,invalid-email,105.50026017215055,37.0,2023-10-25,Paypal,Spain
P0379,Shirt,Clothing,132.56,user379@example.com,165.69408799653016,54.0,2023-10-11,Credit Card,USA
P0380,Desk,Office,60.6,user380@example.com,75.75105143934546,85.0,2023-01-22,Paypal,UK
P0381,Phone,Electronics,59.85,user381@example.com,74.80834473457672,14.0,2023-08-19,Paypal,Canada
P0383,Shirt,Clothing,29.03,user383@example.com,36.283128270705795,49.0,2023-11-30,Cash,USA
P0384,Book,Office,67.38,user384@example.com,84.22734934957717,48.0,2023-04-07,Debit Card,France
P0385,Book,Office,61.78,user385@example.com,77.22602015338906,82.0,2023-06-14,Debit Card,Spain
P0386,Shirt,Clothing,83.61,user386@example.com,104.51181359428622,7.0,2025-01-01,Paypal,France
P0387,Laptop,Electronics,88.2,user387@example.com,110.25267927331478,74.0,2023-09-01,Debit Card,Unknown
P0388,Book,Office,125.03,invalid-email,156.28512517647658,49.0,2023-09-14,Cash,UK
P0389,Desk,Office,102.81,user389@example.com,128.5127151455815,33.0,2023-03-19,Debit Card,UK
P0390,Phone,Electronics,66.15,user390@example.com,82.69289033012791,23.0,2023-02-01,Credit Card,Germany
P0391,Desk,Office,58.44,user391@example.com,73.04755985954927,85.0,2023-08-19,Credit Card,Unknown
P0392,Phone,Electronics,91.81,user392@example.com,114.75757514519518,19.0,2023-02-22,Paypal,UK
P0393,Shirt,Clothing,48.31,user393@example.com,60.393003789380735,19.0,2023-06-25,Debit Card,Canada
P0394,Book,Office,123.96,user394@example.com,154.94376297563062,36.0,2024-01-01,Debit Card,Spain
P0395,Laptop,Electronics,108.31,user395@example.com,135.38320362163861,49.0,2023-02-13,Cash,Canada
P0396,Shirt,Clothing,68.74,user396@example.com,85.92473043685885,60.0,2023-09-16,Paypal,UK
P0397,Book,Office,38.88,user397@example.com,48.605964127273666,82.0,2023-11-27,Cash,UK
P0398,Book,Office,112.49,user398@example.com,140.6161712249624,2.0,2023-03-30,Credit Card,Canada
P0399,Phone,Electronics,77.25,user399@example.com,96.56380464242146,1.0,2023-01-21,Debit Card,Germany
P0400,Book,Office,109.71,user400@example.com,137.13448935920385,47.0,2023-05-07,Debit Card,Germany
P0401,Book,Office,41.73,user401@example.com,52.167170236168985,69.0,2023-12-29,Credit Card,Spain
P0402,Shirt,Clothing,65.61,user402@example.com,82.01874931138681,20.0,2023-08-13,Paypal,Canada
P0403,Book,Office,80.13,user403@example.com,100.1573109915455,11.0,2023-08-13,Paypal,Spain
P0404,Desk,Office,81.13,user404@example.com,101.40941781294227,2.0,2023-09-26,Paypal,Unknown
P0405,Phone,Electronics,69.2,invalid-email,86.49803585562269,67.0,2023-09-25,Credit Card,Canada
P0406,Laptop,Electronics,94.95,user406@example.com,118.68549797042496,87.0,2023-11-09,Debit Card,Germany
P0407,Laptop,Electronics,54.38,user407@example.com,67.97138711852217,12.0,2023-03-23,Debit Card,France
P0408,Book,Office,76.58,user408@example.com,95.7286154493612,20.0,2023-07-06,Paypal,France
P0409,Phone,Electronics,82.89,user409@example.com,103.60886895135697,5.0,2023-07-10,Cash,USA
P0410,Shirt,Clothing,92.35,user410@example.com,115.43316502176248,37.0,2023-05-25,Debit Card,Germany
P0411,Desk,Office,97.08,user411@example.com,121.34844634266669,49.0,2023-07-18,Debit Card,UK
P0412,Phone,Electronics,53.01,user412@example.com,66.26073724486393,94.0,2023-07-29,Debit Card,Spain
P0413,Phone,Electronics,43.18,user413@example.com,53.976574877931334,9.0,2023-06-23,Debit Card,Canada
P0414,Shirt,Clothing,110.66,user414@example.com,165.3978771251395,98.0,2023-12-14,Cash,France
P0415,Laptop,Electronics,118.23416842105257,user415@example.com,165.3978771251395,53.0,2023-11-03,Paypal,Germany
P0416,Laptop,Electronics,62.04,user416@example.com,77.5454039033034,44.0,2023-01-27,Paypal,UK
P0417,Shirt,Clothing,117.23,user417@example.com,146.53455926567568,99.0,2023-11-20,Cash,Germany
P0418,Book,Office,82.78,user418@example.com,103.47023902878576,86.0,2023-11-28,Paypal,Germany
P0420,Laptop,Electronics,81.62,user420@example.com,102.02555444230327,81.0,2023-02-03,Debit Card,France
P0421,Book,Office,129.46,user421@example.com,161.82243774645963,74.0,2023-06-18,Debit Card,Germany
P0422,Phone,Electronics,122.13,user422@example.com,152.66022527329613,30.0,2023-02-18,Cash,Spain
P0423,Laptop,Electronics,74.02,user423@example.com,92.5310755456278,59.0,2023-10-13,Debit Card,Unknown
P0424,Phone,Electronics,103.32,invalid-email,129.14712852863067,87.0,2023-12-14,Cash,Spain
P0425,Book,Office,95.49,user425@example.com,119.36127848755443,96.0,2023-07-17,Paypal,Unknown
P0426,Shirt,Clothing,112.85,user426@example.com,141.05894672597046,81.0,2023-05-26,Paypal,Canada
P0427,Phone,Electronics,56.84,user427@example.com,71.05229618259686,81.0,2023-05-10,Cash,UK
P0428,Laptop,Electronics,96.47,user428@example.com,120.58154379995318,14.0,2023-12-03,Paypal,Germany
P0429,Phone,Electronics,105.4,user429@example.com,131.75273460548763,9.0,2023-11-05,Paypal,France
P0430,Phone,Electronics,37.79,user430@example.com,47.23781540730657,40.0,2023-03-18,Cash,USA
P0431,Laptop,Electronics,51.6,user431@example.com,64.50224462002674,66.0,2023-06-20,Cash,Canada
P0432,Book,Office,31.06,user432@example.com,38.823034667196985,25.0,2023-02-11,Cash,France
P0433,Laptop,Electronics,73.53,user433@example.com,91.91779496666327,73.0,2023-10-26,Debit Card,Canada
P0434,Desk,Office,97.22,user434@example.com,121.52626767387886,22.0,2023-12-06,Debit Card,USA
P0435,Book,Office,116.06,user435@example.com,145.07071156288083,4.0,2023-03-14,Paypal,Germany
P0436,Laptop,Electronics,118.23416842105257,user436@example.com,102.22284341259325,26.0,2023-06-29,Paypal,Spain
P0437,Shirt,Clothing,119.09,user437@example.com,148.85846636713876,58.0,2023-06-08,Debit Card,Germany
P0438,Desk,Office,46.88,user438@example.com,165.3978771251395,29.0,2023-12-02,Cash,Spain
P0439,Book,Office,39.12,invalid-email,48.89852681934536,98.0,2023-12-24,Debit Card,France
P0440,Desk,Office,78.67,user440@example.com,98.33356903310144,87.0,2023-12-06,Paypal,Canada
P0441,Phone,Electronics,89.22,user441@example.com,111.52196346817922,37.0,2023-07-20,Debit Card,France
P0442,Desk,Office,79.22,user442@example.com,99.01915755717721,75.0,2023-03-08,Debit Card,UK
P0443,Book,Office,30.38,user443@example.com,37.9767369988037,70.0,2023-11-01,Cash,France
P0444,Desk,Office,77.86,user444@example.com,97.32639881461635,18.0,2023-12-29,Paypal,France
P0445,Desk,Office,48.69,user445@example.com,60.865914984854406,85.0,2023-02-13,Paypal,UK
P0446,Phone,Electronics,96.07,user446@example.com,120.09017646490115,42.0,2023-06-08,Cash,USA
P0447,Phone,Electronics,88.8,user447@example.com,110.99794738290545,41.0,2023-10-14,Credit Card,Spain
P0448,Book,Office,57.44,user448@example.com,71.80360641017934,38.0,2023-07-12,Credit Card,Unknown
P0449,Desk,Office,67.67,user449@example.com,84.5839924798992,34.0,2023-11-26,Cash,Spain
P0450,Book,Office,54.58,user450@example.com,68.22359434333146,17.0,2023-06-18,Credit Card,Spain
P0451,Desk,Office,78.5,user451@example.com,98.11962708180485,37.0,2023-03-07,Cash,France
P0452,Phone,Electronics,102.92,user452@example.com,128.65426961503715,25.0,2023-12-10,Debit Card,Spain
P0453,Book,Office,56.34,user453@example.com,70.4282186099337,76.0,2023-12-26,Debit Card,Spain
P0454,Shirt,Clothing,92.1,user454@example.com,115.12139546553533,87.0,2023-12-17,Credit Card,France
P0455,Shirt,Clothing,67.27,user455@example.com,84.09227144882678,49.0,2023-09-27,Cash,UK
P0456,Phone,Electronics,118.23416842105257,user456@example.com,76.21381503212967,85.0,2023-02-17,Paypal,France
P0457,Phone,Electronics,77.43,user457@example.com,96.78908920136327,27.0,2023-11-27,Debit Card,USA
P0458,Book,Office,55.15,user458@example.com,68.94273032741877,57.0,2023-12-10,Paypal,Germany
P0459,Phone,Electronics,66.71,user459@example.com,83.39052083958454,49.0,2023-08-05,Credit Card,UK
P0460,Shirt,Clothing,51.25,invalid-email,64.06366322233454,6.0,2023-09-18,Debit Card,France
P0461,Laptop,Electronics,127.15,user461@example.com,165.3978771251395,91.0,2023-07-05,Credit Card,France
P0462,Shirt,Clothing,80.85,user462@example.com,101.05790655915186,40.0,2023-01-10,Credit Card,Germany
P0463,Shirt,Clothing,63.21,user463@example.com,79.00823476022244,98.0,2023-07-05,Cash,Unknown
P0464,Shirt,Clothing,85.14,user464@example.com,106.41939732202665,12.0,2023-06-08,Credit Card,Spain
P0465,Book,Office,77.3,user465@example.com,96.6301585092751,53.0,2023-04-03,Credit Card,USA
P0466,Laptop,Electronics,74.7,user466@example.com,93.37091201400332,71.0,2023-04-20,Credit Card,Canada
P0467,Shirt,Clothing,94.74,user467@example.com,118.42500100130276,10.0,2023-06-24,Paypal,USA
P0468,Phone,Electronics,98.18,user468@example.com,122.72523130141916,49.0,2023-09-06,Paypal,Spain
P0469,Phone,Electronics,67.27,user469@example.com,84.08496557168418,17.0,2023-04-09,Debit Card,Germany
P0470,Laptop,Electronics,66.18,user470@example.com,82.7254527806596,49.0,2023-04-26,Credit Card,Unknown
P0471,Book,Office,73.4,user471@example.com,91.74844908545067,85.0,2023-03-12,Cash,Canada
P0472,Book,Office,24.75,user472@example.com,30.942365057932456,92.0,2023-03-21,Cash,USA
P0473,Book,Office,43.64,user473@example.com,54.54426813404344,49.0,2023-02-09,Credit Card,France
P0474,Shirt,Clothing,112.8,user474@example.com,141.00622802333572,46.0,2023-06-01,Debit Card,Spain
P0475,Book,Office,119.48,user475@example.com,149.34903140503852,64.0,2023-02-21,Cash,Canada
P0476,Desk,Office,118.23416842105257,user476@example.com,92.52891881330865,2.0,2023-09-17,Paypal,UK
P0477,Book,Office,93.84,user477@example.com,117.29670889167299,54.0,2023-10-04,Debit Card,USA
P0478,Phone,Electronics,87.47,user478@example.com,109.33750463630608,65.0,2023-09-27,Cash,Spain
P0479,Desk,Office,153.89,user479@example.com,192.36642425365713,51.0,2023-01-20,Paypal,Canada
P0480,Phone,Electronics,106.87,user480@example.com,133.5872473430373,53.0,2025-01-01,Paypal,UK
P0481,Shirt,Clothing,118.23416842105257,user481@example.com,96.162472255577,36.0,2023-06-22,Credit Card,USA
P0482,Laptop,Electronics,57.07,user482@example.com,71.33378678198723,49.0,2023-11-13,Cash,Spain
P0483,Shirt,Clothing,41.45,user483@example.com,51.80661039227282,29.0,2023-03-09,Debit Card,USA
P0484,Phone,Electronics,84.88,user484@example.com,106.10390907601669,21.0,2023-11-02,Credit Card,UK
P0485,Desk,Office,61.85,user485@example.com,77.3094776414709,11.0,2023-07-12,Debit Card,France
P0486,Desk,Office,45.87,user486@example.com,57.33238871206977,40.0,2023-03-20,Cash,France
P0487,Book,Office,64.48,user487@example.com,80.6028134727242,11.0,2023-03-25,Credit Card,Spain
P0488,Phone,Electronics,54.04,user488@example.com,67.55355989156814,36.0,2023-04-03,Cash,UK
P0489,Book,Office,120.49,user489@example.com,150.61424905217694,59.0,2025-01-01,Paypal,France
P0490,Phone,Electronics,101.16,user490@example.com,126.44919270848351,39.0,2023-11-16,Cash,USA
P0491,Shirt,Clothing,79.81,user491@example.com,99.76082076050147,49.0,2023-03-26,Cash,UK
P0492,Shirt,Clothing,115.52,user492@example.com,144.39832416670077,54.0,2023-08-13,Credit Card,USA
P0493,Book,Office,81.86,user493@example.com,102.32104922942855,98.0,2023-01-23,Cash,UK
P0494,Laptop,Electronics,59.33,user494@example.com,74.1614739601521,55.0,2023-07-30,Cash,UK
P0495,Shirt,Clothing,116.55,user495@example.com,145.69372231808973,24.0,2023-07-06,Credit Card,Spain
P0496,Phone,Electronics,92.93,user496@example.com,116.16730131053976,22.0,2023-12-13,Debit Card,USA
P0497,Book,Office,55.11,user497@example.com,68.88261537020631,69.0,2023-05-02,Cash,UK
P0498,Laptop,Electronics,75.43,user498@example.com,94.28983965749175,56.0,2023-08-16,Paypal,UK
P0499,Book,Office,58.99,user499@example.com,73.73145239845728,33.0,2023-11-09,Credit Card,Spain
P0500,Laptop,Electronics,46.81,user500@example.com,58.51600807106991,36.0,2023-05-26,Paypal,Spain
